FuD_Key;Verfasser;Verfasser_GND;Verfasser_VIAF;Empfaenger;Empfaenger_GND;Empfaenger_VIAF;Datierung;Datierung_alt;Ausstellungs_Ort;Ort_long;Ort_lat;Ausstellungsort_Geonames;Vorlage;Vollstaendigkeit;Erlaeuterung_Unvollstaendigkeit;Seiten;Anfang_Brief;Inhalt_Stichpunkte;Weitere_Personen;Weitere_Personen_GND;Weitere_Personen_VIAF;Orte;Orte_Geonames;Schlagwoerter;Editionen;Vermerk;Bestand;Verweise;Digitalisate_Signatur;Hand_Nr;Verfasser_1_Gender;Verfasser_2_Gender;Empfaenger_Gender;URL;Nr;sentiments;Austellungsort_Geonames;Austellungsort_Koordinaten
CdS-b1-0842;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1831-06-26;;Paris;2.3488;48.85341;;;vollständig;;4;J’ai reçu ta dernière lettre, cher frère, peu après l’arrivée de Charles qui m’avait déjà donné de tes nouvelles;Zufriedenheit des T. in seiner neuen Position [als Präfekt in Limoges]. Ansichten zur aktuellen politischen Lage. Unbefriedigende berufliche Situation des Charles. Adolphes Entwicklung. Zahlreiche Verpflichtungen der CdS, Gesundheit. Insgesamt positive Resonanz auf ihr letztes Werk, die „Épître aux souverains absolus“. Constants bestandene Prüfung (Baccalauréat ès lettres), Studienbeginn im Herbst (Jura). Alexandre in einer Vorbereitungsklasse für eine militärische Laufbahn, Félix im Collège Louis le Grand. Bitte der CdS um Vorstellung beim [preußischen?] König. Diktierter Brief aufgrund der Schmerzen in CdS’ Händen. Lob der Handschrift des T. Termin der Abreise noch unklar. Bessere Urteilskraft aus der Ferne. Wiederholung der Warnung vor D’Arblay. Grüße.;"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Théis, Charles Constant de; Friedrich Wilhelm III., König von Preußen";"n/a; n/a; n/a; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/118535986";"n/a; n/a; n/a; http://viaf.org/viaf/794527; http://viaf.org/viaf/774683";;;CdS: Épître aux souverains absolus (1831);;;Schloss Dyck;;"CdS-b1-0842-0.jpg (CdS/17/042); CdS-b1-0842-1.jpg (CdS/17/043); CdS-b1-0842-2.jpg (CdS/17/044)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10796;CdS/17/042-044;négatif;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-083q;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1830-08-18;;Limoges;1.24759;45.83362;;;vollständig;;4;Chère sœur, tu es étonnée de n’avoir pas entendu parler de moi depuis 3 semaines.;Ereignisse der Julirevolution aus T.s Sicht. Sorgen um Adolphe. Reise nach Paris in Begleitung seiner Tochter und ihrer Familie. Zusammentreffen mit Saint-Mars mit Nachrichten von Adolphe. Angebot des Saint-Cricq an T., den Posten des Präfekten anzunehmen, Posten des Generalsekretärs für Charles. Rückreise nach Laon in Begleitung des Adolphe. Vorbereitungen des Umzugs nach Limoges. Ungewisse Zukunft des Adolphe in der Garde royale. Erste Eindrücke aus dem Limousin. Reiseeindrücke. Sitz der Präfektur in Limoges. Grüße von Adolphe.;"Théis, Charles Constant de; Théis, Adolphe de; Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine); Saint-Mars, Monsieur de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; n/a; n/a; n/a; n/a";"http://viaf.org/viaf/794527; n/a; http://viaf.org/viaf/38444704; n/a; n/a; n/a";;;"Frankreich - Politik; Karriere/-förderung; Frankreich - Julirevolution 1830";;;Schloss Dyck;;"CdS-b1-083q-0.jpg (CdS/17/012); CdS-b1-083q-1.jpg (CdS/17/013); CdS-b1-083q-2.jpg (CdS/17/014)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10784;CdS/17/012-014;positif;https://www.geonames.org/2998286;45.83362, 1.24759
CdS-b1-084t;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1832-09-08;;Limoges;1.24759;45.83362;;;vollständig;;3;Chère sœur, j'ai reçu ta dernière lettre et j'ai vu avec peine que tu avais conservé;Bedauern, dass CdS immer noch über Adolphe verärgert ist. Dessen Entschuldigung. Bitte um Verständnis, dass ein junger Mann die politischen Umwälzungen zuerst anders sehen konnte als T. oder CdS. Baldige Rückkehr der CdS nach Paris, aber unklarer Zeitpunkt eines Zusammentreffens mit T. Anstrengungen seiner Position machen ihm im Alter mehr aus. Ts Abscheu vor Denunziationen, dreisten Ansprüchen etc. Zufriedenheit mit der Bevölkerung des Limousin. Cholera in der Umgebung. Ts Erkrankung (Erkältung) nach einer anstrengenden Reise durch das Departement.;Théis, Adolphe de;;;"Angoulême; Châteauroux; Agen";"https://www.geonames.org/3037598; https://www.geonames.org/3026204; https://www.geonames.org/3038634";"Alter/Jugend; Cholera";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5984);"CdS-b1-084t-0.jpg (CdS/17/092); CdS-b1-084t-1.jpg (CdS/17/093)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10823;CdS/17/092-093;négatif;https://www.geonames.org/2998286;45.83362, 1.24759
CdS-b1-083v;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1830-10-30;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;2;"Cher frère, je n’entends point parler de toi; que deviens-tu?";Bitte um Nachrichten von T.s neuer Position in Limoges. Alter. Verspätete Abreise aus Dyck wegen Krankheit. Vielfältige Verpflichtungen in Dyck. Reise nach Paris angesichts der politischen Entwicklung diesmal nicht durch Belgien, sondern über Metz. T.s Urteil zu Ereignissen in Belgien? Mögliches Übergreifen der Aufstände auch auf preußisches Gebiet. Zusammenzug von Truppen.;"Friedrich Wilhelm III., König von Preußen; Wilhelm I., König der Niederlande";"http://d-nb.info/gnd/118535986; http://d-nb.info/gnd/119312700";"http://viaf.org/viaf/774683; http://viaf.org/viaf/42645467";"Metz; Limoges";"https://www.geonames.org/2994160; https://www.geonames.org/2998286";"Wohnen/Haushalt; Alter/Jugend; Belgien - Politik";;;Schloss Dyck;;"CdS-b1-083v-0.jpg (CdS/17/024); CdS-b1-083v-1.jpg (CdS/17/025)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10789;CdS/17/024-025;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-084h;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1832-01-07;;;;;;;vollständig;;4;Chère sœur, tu te plains de moi et certes tu as raison, mais j'ose dire que je n'ai pas tort.;Beschreibung seines anstrengenden Arbeitstages als Begründung für ausbleibende Briefe. Ts Zufriedenheit mit dem Aufenthalt im Limousin. Veranstaltung von regelmäßigen Tanzabenden. Niedriges Budget. Seine Versicherung, sich nicht an der Position festklammern zu wollen. Erinnerung an seine Mutter. Adolphes Erkrankung. CdS irrt sich bezüglich Adolphe, auch dieser schätzt die Vergangenheit. Ts Gesundheitszustand. Pessimistische politische Zukunftsaussichten. Anwesenheit spanischer Flüchtlinge, unter denen auch einige 'Banditen' sind. Entlassungen in den Porzellanmanufakturen. Finanzielle Unterstützung durch den Staat.;"Théis, Adolphe de; Chomereau [de Saint-André?], Madame; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";"n/a; n/a; n/a";"n/a; n/a; n/a";;;"Frankreich - Politik; Wirtschaft/Finanzen";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5982);"CdS-b1-084h-0.jpg (CdS/17/060); CdS-b1-084h-1.jpg (CdS/17/061); CdS-b1-084h-2.jpg (CdS/17/062)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10811;CdS/17/060-062;négatif;;
CdS-b1-086c;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1836-10-18;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;4;Voilà bien longtemps, cher frère, que j’ai reçu ta dernière lettre;Antriebslosigkeit und Erschöpfung der CdS. Erhalt eines Briefs von Charles bezüglich Monsieur Girard. Einbruch und Diebstahl im Speisezimmer von Schloss Dyck. Verdächtigung eines früheren Angestellten. Zahlreiche Besucher auf Schloss Dyck. Dreimonatiger Aufenthalt des Alexandre in Dyck. Dessen Volljährigkeit. Erfreuliche Entwicklung des Félix, der CdS dennoch kein Ersatz für Constant ist. Bitte um Nachrichten von seiner Familie. Wiedersehen in Paris? Verlust zahlreicher Freunde und Bekannter. Grüße. PS: Reise des preußischen Prinzen durch das Rheinland. [Fortsetzung am 1836-10-19:] Ankunft des Alexandre in Dyck. Hoffnung auf Fortschritte in seinen Fähigkeiten, mit Geld umzugehen. Krankheit CdS‘, nahendes Lebensende. Artikel der CdS über ihren Bruder T. als Teil ihrer Biographie des gemeinsamen Vaters. Begegnung Alexandres mit T. in Paris. Baldige Rückkehr nach Paris?;"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Friedrich Wilhelm IV., König von Preußen; Théis, Marie Alexandre de (Vater der CdS); Maison, général, später maréchal Nicolas Joseph";"n/a; n/a; n/a; http://d-nb.info/gnd/118535994; http://d-nb.info/gnd/123591031; http://d-nb.info/gnd/119443759";"n/a; n/a; n/a; http://viaf.org/viaf/172909814; http://viaf.org/viaf/63995993; http://viaf.org/viaf/49532186";;;"Verbrechen; Alter/Jugend; Tod/Trauer; Gesundheit/Krankheit";;;Schloss Dyck;;"CdS-b1-086c-0.jpg (CdS/17/206); CdS-b1-086c-1.jpg (CdS/17/207); CdS-b1-086c-2.jpg (CdS/17/208)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10878;CdS/17/206-208;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-0855;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1833-08-18;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;4;J’ai reçu ta lettre, cher frère, et quoique je sois un peu incommodée, je ne veux pas tarder;Dank für Brief. Informationen über Adolphes Tod aus der Zeitung. Religiöse Motive? Familie der Frau, in die Adolphe verliebt gewesen ist. Bestärkung des T., er habe richtig gehandelt. Unverständnis angesichts des Verhaltens des Bürgermeisters, der einen Brief des A. in Anwesenheit mehrerer Personen verlesen hat. Frage nach Gründen für seine Amtsenthebung. Artikel im „Courrier“ über T. und seine Art der Amtsführung. CdS’ Bedenken gegen T.s Übernahme des Amts von Beginn an. Zusicherung einer hohen Rentenzahlung? Bevorstehende Reise nach Paris? Besuch einer Schwägerin in Dyck, deren Ansprüche auf [SRDs?] Erbe. CdS’ Lob ihrer eigenen Bescheidenheit und Ehrlichkeit.;"Théis, Adolphe de; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a; n/a; n/a";"n/a; n/a; n/a; n/a";;;"Karriere/-förderung; Wirtschaft/Finanzen; Tod/Trauer";;;Schloss Dyck;;"CdS-b1-0855-0.jpg (CdS/17/128); CdS-b1-0855-1.jpg (CdS/17/129); CdS-b1-0855-2.jpg (CdS/17/130)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10835;CdS/17/128-130;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-085h;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1834-10-01;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;8;Ta lettre m’est arrivée, cher frère, au milieu des visites que nous amenait la fête de mon mari;Erhalt seines Briefs, verspätete Antwort aus verschiedenen Gründen. CdS’ Antwort auf T.s Vorwürfe und seine Schwierigkeiten mit CdS’ Verhalten, durch das er sich verletzt fühlt. CdS’ Verärgerung über eine Aussage der Joséphine. Reaktion auf T.s Vorwürfe. Missverständnisse. Wertschätzung des T. und große Zuneigung der CdS zu ihm. Unterschiedliche Entwicklung beider Geschwister in den vergangenen Jahren. Verweis auf Anhang zu den „Pensées“. Hoffnung auf Wiedersehen in Paris.;Théis, Joséphine de, verh. Saint-Cricq, gen. Finette;;;;;"CdS: Pensées (1829, 1835, 1846); Freundschaft; Familie/Familienrecht";;;Schloss Dyck;;"CdS-b1-085h-0.jpg (CdS/17/151); CdS-b1-085h-1.jpg (CdS/17/152); CdS-b1-085h-2.jpg (CdS/17/153); CdS-b1-085h-3.jpg (CdS/17/154); CdS-b1-085h-4.jpg (CdS/17/155)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10847;CdS/17/151-155;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-0860;Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux;http://d-nb.info/gnd/116258659;http://viaf.org/viaf/59072566;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1810-10-30;;Paris;2.3488;48.85341;;;vollständig;;3;Madame, oui, je vous écrirai au moins une fois;D. macht sich große Sorgen um die Zeitschrift „Mercure“, die verboten werden sollte. Alle Hoffnung für die einzige literarische Zeitschrift Frankreichs liegt nun beim Kaiser. Freut sich über die Aufführung von CdS' „Cantate“ in Aachen. Sein Bruder Henry Duval hat einen Sohn bekommen.;Duval, Henri;http://d-nb.info/gnd/102992886X;http://viaf.org/viaf/219445287;Aachen;https://www.geonames.org/3247449;"Constance de Salm - Rezeption; CdS: Cantate sur le mariage de Sa Majesté l'Empereur (1810)";;;Schloss Dyck;;"CdS-b1-0860-0.jpg (CdS/26/035); CdS-b1-0860-1.jpg (CdS/26/036)";main1;Male;;Female;https://constance-de-salm.de/archiv/#/document/10866;CdS/26/035-036;positif;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-085o;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1835-03-17;;Paris;2.3488;48.85341;;;vollständig;;2;Chère sœur, mon beau-frère nous apprend à l'instant le cruel malheur que tu viens;Trauer über den Tod von Constant. Beileid. Unglück, seine Kinder zu überleben. Ts baldige Abreise nach Aventure. Bitte um Nachricht über Befinden der CdS.;Francq, Constant de;;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;Tod/Trauer;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5999);"CdS-b1-085o-0.jpg (CdS/17/182); CdS-b1-085o-1.jpg (CdS/17/183)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10854;CdS/17/182-183;positif;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-085c;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;;1833-07-25 [handschriftliche nachträgliche Hinzufügung];Paris;2.3488;48.85341;;;unvollständig;Der Anfang dieses Briefes fehlt.;2;J’ai été si accablée et malade tous ces jours-ci que je n’ai pas eu le courage de faire partir cette lettre.;Erhalt eines Briefs von Charles. Bitte um mehr Informationen zum Tod des Adolphe. Keine Schuld des T. Bevorstehende Reise nach Paris? [Fortsetzung 1833-00-22:] T.s Amtsenthebung, Informationen aus der Zeitung erfahren. Bitte um Brief mit näheren Einzelheiten.;"Théis, Charles Constant de; Théis, Adolphe de";"http://d-nb.info/gnd/117624365; n/a";"http://viaf.org/viaf/794527; n/a";;;"Karriere/-förderung; Tod/Trauer";;;Schloss Dyck;;"CdS-b1-085c-0.jpg (CdS/17/142); CdS-b1-085c-1.jpg (CdS/17/143)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10842;CdS/17/142-143;négatif;https://www.geonames.org/2988507;48.85341, 2.3488
CdS-b1-085t;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux;http://d-nb.info/gnd/116258659;http://viaf.org/viaf/59072566;1838-06-07;;;;;;;vollständig;;2;Après que vous avez été parti hier, Monsieur et ancien ami, j’ai pensé que j'avais oublié;Bitte, Guyet nach dem ggf. benötigten Brief zu fragen. Wunsch, mit Alexandre Duval und ihm einen Termin für gemeinsames Abendessen zu finden. Einladung gilt auch für dessen Tochter und Guyet. Überwiegend pietistische Minister in Preußen. Rat, darüber nicht im „Courrier français“ zu berichten, damit er dort nicht verboten wird.;"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Guyet, Isidore; Pineux-Duval, Mademoiselle (Tochter von Alexandre Duval)";"http://d-nb.info/gnd/104201088; n/a; n/a";"http://viaf.org/viaf/100176929; http://viaf.org/viaf/56961251; n/a";;;Pressefreiheit/Zensur;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/7917);"CdS-b1-085t-0.jpg (CdS/26/175); CdS-b1-085t-1.jpg (CdS/26/176)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10859;CdS/26/175-176;positif;;
CdS-b1-0867;Mentelle, Edme;http://d-nb.info/gnd/100208878;http://viaf.org/viaf/76326269;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1810-10-11;;;;;;;vollständig;;3;Madame la comtesse, je n'ai pas encore la réponse du libraire;Ausstehende Antwort eines Buchhändlers in Bezug auf Bücher für die Écoles militaires. Antwort des Creuzé auf Dankesschreiben des M. Pin und R. haben ihre Frauen verlassen. Beide hat M. nie bei CdS gesehen. Umzug des M. Neue Vermieterin. Baldiges Zusammentreffen mit Gudin im Institut und dann Erledigung eines Auftrags der CdS. Neue Wohnung und deren günstige Lage. Besuch im Théâtre français und Kritik verschiedener Stücke.;"Andrieux, François; Gudin de La Brenellerie, Paul-Philippe; Esménard, Joseph-Alphonse; Pugnet, Monsieur; Pin, Monsieur; Vaudoyer, Madame; Geoffroy, Julien Louis; Roger, Monsieur; Roger, Jacques-François, baron";"http://d-nb.info/gnd/116310197; http://d-nb.info/gnd/116909102; http://d-nb.info/gnd/117512885; n/a; n/a; n/a; http://d-nb.info/gnd/1055195289; n/a; http://d-nb.info/gnd/133535355";"http://viaf.org/viaf/2465625; http://viaf.org/viaf/74615637; http://viaf.org/viaf/71390721; n/a; n/a; n/a; http://viaf.org/viaf/2561290; n/a; http://viaf.org/viaf/49230825";;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3480);"CdS-b1-0867-0.jpg (CdS/27/041); CdS-b1-0867-1.jpg (CdS/27/042)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10873;CdS/27/041-042;neutral;;
CdS-b1-0873;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1838-08-31;;Aventure / L'Aventure (Schloss), Gde. Chauny;3.21857;49.61514;;;vollständig;;3;Enfin, chère sœur, nous voilà revenus au gîte, après avoir fait un cercle;"Rückkehr nach Aventure nach siebenwöchiger Reise. Stürmische Überfahrt; bei der sie seekrank geworden sind. Einfahren in die Elbe. Aufenthalt in Hamburg; Weiterreise nach Magdeburg, über Ludwigslust. Ankunft in Leipzig nach drei Tagen. Charles' Freude über ihren Besuch. Geschlossene Kreise; kein Kontakt zu den Einwohnern der Stadt. Zweiwöchiger Aufenthalt. Rückreise mit Charles nach Frankfurt. Charles Rückreise nach Leipzig; ihre Weiterreise nach Frankreich. Freude über die Rückkehr nach Frankreich. Schwermut der Deutschen. Gebildete Deutsche. Schwäche der CdS nach Reise. T. hätte sie gern in Dyck besucht. Gesundheitliches Wohlergehen seiner Frau.";"Théis, Charles Constant de; Hugo, Victor; Kock, Paul de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/118554654; http://d-nb.info/gnd/116273739; n/a";"http://viaf.org/viaf/794527; http://viaf.org/viaf/9847974; http://viaf.org/viaf/100183137; n/a";"Frankfurt; Metz; Leipzig; Mainz; Hamburg; Magdeburg; Ludwigslust";"https://www.geonames.org/2925533; https://www.geonames.org/2994160; https://www.geonames.org/2879139; https://www.geonames.org/2874225; https://www.geonames.org/2911298; https://www.geonames.org/2874545; https://www.geonames.org/2875343";"Deutschland - Wahrnehmung; Reise/Mobilität";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6022);"CdS-b1-0873-0.jpg (CdS/17/255); CdS-b1-0873-1.jpg (CdS/17/256)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10905;CdS/17/255-256;négatif;https://www.geonames.org/3025860;49.61514, 3.21857
